% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
9.287	1	0	7	446.463	0
9.288	1	0	8	427.982	0
9.289	1	0	9	510.741	0
9.29	1	0	10	310.823	0
9.291	1	0	11	437.983	0
9.292	1	0	12	4324.87	0
9.293	1	0	13	394.993	0
9.294	1	0	14	5325.03	0
9.295	1	0	15	602.506	0
9.296	1	0	16	333.861	0
9.297	1	0	17	387.765	0
9.298	1	0	18	481.201	0
9.299	1	0	19	1129.21	0
9.3	1	0	20	484.654	0
9.301	1	0	21	2397.38	0
9.302	1	0	22	439.27	0
9.303	1	0	23	410.331	0
9.304	1	0	24	275.405	0
9.305	1	0	25	1062.33	0
9.306	1	0	26	651.725	0
9.307	1	0	27	789.364	0
9.308	1	0	28	445.664	0
9.309	1	0	29	1009.45	0
9.31	1	0	30	292.101	0
9.601	1	0	1	470.153	0
9.602	1	0	2	5320.91	0
9.603	1	0	3	338.817	0
9.604	1	0	4	586.663	0
9.605	1	0	5	318.884	0
9.606	1	0	6	1310.24	0
9.607	1	0	7	448.62	0
9.608	1	0	8	429.583	0
9.609	1	0	9	510.741	0
9.61	1	0	10	310.832	0
9.611	1	0	11	438.088	0
9.612	1	0	12	4324.87	0
9.613	1	0	13	395.357	0
9.614	1	0	14	5325.03	0
9.615	1	0	15	602.506	0
9.616	1	0	16	333.861	0
9.617	1	0	17	388.369	0
9.618	1	0	18	481.201	0
9.619	1	0	19	1124.57	0
9.62	1	0	20	484.654	0
9.621	1	0	21	2393.82	0
9.622	1	0	22	439.076	0
9.623	1	0	23	410.331	0
9.624	1	0	24	275.405	0
9.625	1	0	25	1062.33	0
9.626	1	0	26	651.725	0
9.627	1	0	27	790.99	0
9.628	1	0	28	444.334	0
9.629	1	0	29	1009.31	0
9.63	1	0	30	294.039	0
